Omzet_Bulanan_Juta_Rp,Laba_Bersih_Bulanan_Juta_Rp,Jumlah_Karyawan,Total_Aset_Juta_Rp,Pencatatan_Keuangan_1_3,Tingkat_Digitalisasi_1_4
5.02,-0.47,1,3.45,1,1
15.73,3.68,3,24.79,3,3
16.05,4.56,2,71.01,3,3
129.27,29.85,10,454.98,3,4
1.62,-0.0,1,9.12,2,1
143.49,56.91,3,444.63,3,3
3.91,0.84,1,2.6,1,1
19.2,4.53,1,28.69,2,3
5.95,0.4,1,6.67,1,1
45.32,9.74,8,210.96,3,3
4.07,-0.13,1,8.88,1,1
29.02,7.8,2,91.94,2,3
1.64,-0.16,1,3.69,1,1
36.02,7.84,3,93.65,2,2
133.14,33.02,9,183.95,3,3
34.17,9.47,3,89.99,2,2
111.92,40.63,7,466.48,3,3
5.83,0.39,1,8.71,1,1
23.27,4.15,2,15.53,2,2
39.13,11.17,3,28.13,3,2
83.2,27.07,3,316.44,3,3
28.83,7.14,3,92.68,2,2
132.82,33.04,6,449.84,3,3
6.66,0.11,1,8.36,1,1
128.5,33.87,3,301.72,2,3
63.55,19.08,6,450.04,3,3
18.75,3.87,2,15.93,2,2
0.53,0.11,1,2.49,1,1
122.47,35.67,10,105.65,3,4
94.69,20.71,8,497.72,3,3
6.54,0.09,1,9.34,1,2
5.68,1.04,1,7.71,1,1
3.7,-0.18,1,9.81,1,1
6.08,0.84,1,4.06,1,1
24.86,4.09,2,53.63,3,2
38.38,7.88,1,68.87,3,3
103.02,31.49,8,163.7,3,4
5.5,0.94,1,8.31,1,1
36.05,10.35,1,87.72,2,3
6.49,0.81,1,7.56,1,1
31.37,5.25,3,39.19,2,2
65.4,21.49,8,445.13,3,4
19.62,4.54,2,93.56,2,2
3.79,0.11,1,4.41,1,1
3.11,0.28,1,3.68,1,1
27.04,7.2,3,42.22,2,2
34.16,8.96,2,75.23,1,2
1.51,0.21,1,8.7,2,2
3.6,-0.33,1,9.98,1,2
155.3,51.65,6,276.74,3,4
4.12,-0.26,1,3.04,1,1
37.06,5.67,3,94.32,2,2
4.15,0.95,1,7.11,1,1
3.12,0.73,1,3.22,1,2
110.4,33.98,4,341.6,3,4
27.95,8.08,3,75.21,2,2
103.21,28.05,5,173.7,3,3
2.04,0.2,1,3.9,2,1
6.08,-0.32,1,8.07,1,1
33.83,6.38,3,31.51,2,2
37.53,8.8,1,63.86,2,2
14.21,4.2,1,97.22,2,3
24.07,4.27,2,40.98,3,2
24.73,5.97,1,74.85,2,3
6.36,-0.49,1,5.71,1,1
12.69,3.04,1,28.04,2,2
151.61,59.42,9,487.21,3,4
10.97,2.11,1,29.11,3,2
1.7,0.41,1,7.32,1,1
2.24,0.22,1,2.47,1,1
51.31,17.92,10,151.89,3,4
14.24,4.22,1,48.17,1,2
3.68,0.22,1,8.13,1,2
0.95,0.17,1,4.99,1,2
36.64,8.39,1,91.37,3,3
21.14,5.48,1,46.84,2,2
10.51,2.45,1,87.86,2,2
22.17,4.12,1,29.87,1,2
19.08,3.8,2,16.89,3,2
17.12,3.93,1,55.56,3,3
4.7,1.08,1,3.91,1,2
1.98,0.44,1,5.42,1,1
111.19,25.19,8,370.51,3,4
6.1,-0.06,1,6.6,1,1
30.35,5.49,3,11.45,2,3
3.2,0.53,1,5.79,1,1
125.84,41.96,6,314.37,3,4
6.03,1.01,1,8.01,1,1
31.85,7.83,1,31.24,2,2
142.84,37.34,5,447.15,3,3
14.53,3.16,1,37.78,2,3
6.47,0.41,1,9.91,1,2
57.07,18.44,8,317.89,2,4
28.76,5.68,2,10.69,2,2
1.52,0.03,1,8.89,2,1
2.91,0.49,1,7.58,1,1
6.25,-0.27,1,8.25,1,1
17.88,4.04,3,62.59,1,3
109.33,31.52,10,281.89,3,3
138.46,43.25,8,377.92,2,3
5.41,0.52,1,6.14,1,1
2.15,-0.0,1,3.17,1,1
16.06,3.73,1,19.31,2,2
107.22,21.51,6,440.44,2,4
36.76,10.21,3,48.86,2,2
2.48,0.41,1,9.91,1,1
3.57,0.3,1,6.49,1,1
3.46,0.28,1,9.48,1,1
25.79,7.26,3,42.43,2,3
4.36,0.37,1,9.94,2,1
4.46,-0.18,1,2.15,1,2
157.71,36.16,4,484.0,3,3
32.5,8.45,2,40.06,2,2
147.66,52.63,7,186.41,3,3
3.51,-0.08,1,6.5,1,1
22.28,3.42,2,29.75,2,2
39.13,8.58,3,98.17,3,3
38.14,10.66,3,33.11,1,2
5.98,1.31,1,1.53,1,1
17.13,2.58,2,44.82,1,2
2.05,0.25,1,4.94,1,2
5.5,-0.09,1,6.88,1,1
16.91,2.69,1,34.51,2,2
21.47,4.16,3,32.91,2,3
1.12,0.12,1,1.21,1,1
3.7,0.64,1,8.28,1,2
38.55,7.08,2,42.58,2,2
2.78,-0.23,1,8.6,1,2
23.72,3.96,1,58.47,2,2
9.58,2.62,1,84.67,1,3
3.51,0.01,1,5.7,1,1
9.81,1.97,2,68.05,2,2
30.04,6.09,1,59.2,3,2
15.31,4.33,2,82.26,1,2
5.54,0.4,1,5.92,1,1
32.46,5.64,3,42.72,3,3
39.21,10.47,2,36.68,2,3
2.47,0.12,1,8.32,2,1
6.46,-0.48,1,4.09,1,2
4.37,0.97,1,7.15,1,2
39.85,6.93,2,41.98,2,2
28.55,6.38,2,64.3,2,3
6.98,1.58,1,2.7,1,1
0.64,0.03,1,5.9,1,1
74.22,25.76,5,460.94,2,3
8.55,1.95,3,30.39,2,3
12.68,2.56,2,96.86,3,3
4.84,0.75,1,3.73,2,1
1.56,0.23,1,6.1,1,1
21.97,5.63,2,90.25,2,2
132.88,39.12,6,233.19,2,4
11.86,2.84,3,13.33,2,3
2.69,0.58,1,6.41,2,2
1.18,-0.11,1,2.02,1,1
35.86,7.87,1,71.0,3,3
36.25,6.53,2,55.05,2,3
24.26,4.34,3,35.24,3,2
2.87,0.27,1,7.01,1,1
13.17,2.8,2,55.16,3,3
28.42,7.06,2,13.44,2,3
12.18,2.78,2,88.59,2,2
16.3,3.81,3,98.95,2,2
29.88,8.08,1,72.54,3,3
3.43,-0.08,1,5.89,1,2
33.61,8.82,1,46.5,2,2
4.85,0.99,1,10.0,1,1
5.42,-0.16,1,4.91,1,1
42.96,8.97,5,422.3,3,4
33.88,5.88,3,76.83,1,3
37.53,8.82,2,59.85,2,2
2.03,-0.13,1,1.44,1,1
0.71,0.08,1,3.66,1,1
4.17,1.03,1,4.29,2,1
1.83,0.19,1,9.51,1,2
16.44,2.8,2,48.45,2,2
143.04,30.05,6,181.2,3,4
156.14,31.5,5,131.59,2,4
33.78,6.46,3,30.0,2,2
4.54,-0.4,1,9.62,1,1
9.29,1.6,1,12.43,2,2
2.73,0.68,1,9.77,1,2
5.97,1.37,1,4.48,1,1
67.73,19.72,6,344.16,3,4
6.62,1.6,1,4.35,1,1
7.0,0.29,1,3.74,2,1
27.65,7.58,2,91.83,2,2
6.65,-0.14,1,4.71,1,1
33.57,9.46,1,46.99,3,2
6.79,0.27,1,3.44,1,2
127.75,43.81,10,346.37,3,4
5.08,-0.25,1,8.52,2,1
28.08,7.32,3,31.32,2,2
5.3,0.3,1,3.7,1,1
43.74,11.4,3,120.64,3,3
2.68,0.38,1,6.39,1,1
2.49,0.16,1,4.45,1,1
2.65,0.66,1,2.64,1,1
3.13,0.7,1,9.71,2,2
24.19,3.84,1,56.63,2,3
6.61,-0.15,1,6.66,1,1
33.54,9.87,3,92.39,2,2
5.05,0.72,1,4.46,1,1
21.5,3.26,1,38.58,2,3
11.42,2.0,2,95.38,3,3
6.93,0.85,1,3.31,1,1
22.87,6.35,1,84.84,2,2
24.56,6.02,1,16.46,1,3
4.74,0.77,1,6.53,1,1
4.43,0.01,1,3.51,1,1
44.95,15.65,8,479.41,3,3
68.01,23.45,4,388.88,3,3
19.94,3.37,1,41.43,2,3
4.89,-0.18,1,9.15,1,2
4.05,0.44,1,2.74,1,1
4.82,0.52,1,6.07,1,2
3.19,0.52,1,3.55,1,1
153.87,42.43,3,344.96,3,3
35.9,9.22,1,28.04,3,2
6.33,1.18,1,7.61,1,1
3.65,0.27,1,3.55,1,1
6.55,-0.25,1,2.44,1,1
3.17,0.15,1,1.51,1,2
2.98,0.62,1,4.67,1,1
39.92,10.23,2,26.45,1,2
59.11,22.22,4,136.42,3,3
6.53,0.29,1,6.73,1,1
13.57,2.18,1,65.45,2,2
18.26,4.15,2,26.15,2,2
11.66,2.02,2,57.65,2,2
87.24,27.83,3,297.35,3,3
14.1,2.49,1,61.87,2,2
34.44,7.31,2,20.16,2,2
82.04,26.71,5,249.27,2,3
6.06,0.49,1,5.64,1,1
32.01,7.98,2,41.62,3,3
113.32,38.86,6,314.07,3,3
34.29,8.54,3,17.09,2,2
5.6,0.12,1,1.29,1,1
1.79,0.33,1,8.09,1,2
107.78,41.42,9,130.58,3,3
3.87,0.72,1,2.88,1,1
35.43,8.06,1,98.34,2,2
6.32,1.12,1,7.66,1,1
0.52,0.01,1,5.21,1,1
6.89,0.07,1,3.11,1,2
114.22,23.61,8,286.57,3,4
38.3,10.54,3,35.19,2,3
63.35,20.17,8,154.93,3,3
27.54,7.1,3,29.58,2,3
2.0,-0.12,1,8.18,1,1
3.4,-0.29,1,3.28,1,1
35.48,7.59,2,29.61,2,2
15.59,3.44,1,85.66,2,2
11.79,3.14,2,57.73,2,2
39.85,8.01,1,49.72,2,2
147.18,44.18,10,115.99,3,3
1.92,0.26,1,4.5,1,1
14.8,2.99,1,97.54,2,3
4.6,0.51,1,3.94,1,1
2.94,-0.22,1,7.47,1,1
4.99,-0.45,1,2.92,1,1
3.34,-0.12,1,9.65,1,1
3.35,0.64,1,6.47,1,1
3.43,-0.08,1,9.85,2,1
3.2,0.75,1,6.41,1,2
158.97,60.91,6,390.28,3,4
19.46,4.73,1,72.52,2,3
31.3,5.95,1,59.52,2,3
4.41,-0.37,1,8.41,1,1
6.04,0.78,1,3.5,1,1
72.12,24.34,10,483.85,3,4
1.55,0.26,1,3.69,1,1
0.9,0.08,1,6.91,1,1
5.68,1.28,1,7.85,1,1
28.9,5.25,3,17.39,2,2
5.44,0.09,1,3.14,1,1
103.85,23.47,3,276.64,3,3
6.7,1.61,1,3.49,1,1
21.72,3.41,2,64.69,1,2
30.13,6.44,1,58.42,2,2
3.93,-0.03,1,6.31,1,1
118.75,36.19,3,138.58,3,3
0.7,0.02,1,1.04,1,1
0.93,-0.06,1,8.7,1,1
30.21,7.36,2,93.9,3,3
2.15,0.46,1,3.06,2,2
2.39,0.09,1,6.7,1,1
144.75,43.75,3,430.31,3,4
145.55,54.97,5,249.27,3,3
90.8,21.58,4,310.33,2,4
34.14,5.53,1,17.87,1,2
99.36,30.41,5,323.19,2,4
2.46,-0.22,1,8.45,1,1
3.09,-0.27,1,4.4,1,1
33.43,8.85,3,16.5,2,2
23.64,4.99,1,54.72,2,3
3.01,0.28,1,9.63,1,1
24.27,4.29,3,10.88,2,3
1.07,0.08,1,7.71,1,1
2.42,-0.0,1,7.32,2,1
32.23,8.76,1,92.25,2,2
2.1,0.48,1,9.04,1,2
2.06,-0.15,1,5.91,1,1
3.59,0.57,1,7.04,1,1
6.83,1.46,1,9.69,1,1
114.44,25.24,9,361.22,2,4
22.34,6.18,1,66.98,3,3
12.6,2.77,2,30.55,2,3
0.74,0.15,1,8.26,1,1
6.91,-0.36,1,8.93,1,1
31.81,7.9,2,47.07,2,3
3.12,0.22,1,6.8,1,1
30.88,6.44,2,44.97,2,2
36.79,6.28,2,82.06,1,2
2.95,-0.09,1,3.61,2,2
2.05,-0.01,1,7.34,2,1
19.5,4.46,1,65.79,2,2
2.86,-0.26,1,8.91,1,2
4.68,1.03,1,8.59,1,1
6.91,0.77,1,1.86,1,2
5.41,0.76,1,3.43,2,1
6.42,-0.25,1,3.53,1,1
6.51,0.3,1,5.71,2,1
2.36,0.42,1,8.67,2,1
6.74,1.03,1,3.52,1,1
34.06,9.75,3,99.02,3,3
5.28,-0.25,1,8.39,1,2
20.35,3.2,3,37.33,2,3
3.37,-0.15,1,4.29,2,1
6.53,1.25,1,8.52,1,1
30.43,6.0,2,94.33,2,2
4.44,0.5,1,5.18,1,1
16.72,2.56,1,53.99,2,2
0.57,-0.01,1,2.29,1,1
37.96,10.75,2,68.95,2,3
1.2,0.11,1,9.41,2,1
77.32,25.98,7,458.35,3,4
5.57,0.82,1,5.38,1,2
23.54,3.53,3,86.4,2,3
21.16,4.58,1,48.44,2,2
20.17,3.44,1,24.28,3,2
11.71,3.38,2,28.56,2,3
1.9,0.08,1,2.69,1,1
2.8,-0.09,1,3.25,2,1
101.23,30.25,10,425.07,3,3
15.83,4.45,2,58.01,2,2
39.38,6.26,1,19.87,2,3
1.86,0.21,1,3.35,1,2
23.19,3.91,3,89.25,3,2
5.83,0.55,1,4.14,1,1
0.89,0.2,1,9.46,1,1
21.33,3.43,3,96.36,1,2
2.6,-0.05,1,8.38,1,1
55.38,17.78,9,259.6,3,3
25.38,4.74,1,29.57,2,3
4.41,-0.28,1,9.69,1,1
55.05,13.55,8,258.9,3,4
4.62,0.11,1,1.74,1,1
15.24,3.64,1,66.13,3,2
34.54,9.59,2,11.52,3,3
3.94,0.87,1,9.25,1,1
34.13,9.45,2,48.4,1,2
5.5,1.12,1,3.63,1,1
127.76,41.24,4,254.07,2,4
51.22,12.87,6,489.74,2,3
24.22,6.64,3,10.93,3,2
64.38,18.18,10,219.67,3,3
5.3,0.77,1,8.17,1,1
25.69,6.16,2,52.65,2,2
19.79,4.51,2,63.57,2,3
11.59,1.97,1,49.28,2,3
124.67,40.97,6,430.7,3,4
10.37,2.21,2,86.81,1,2
38.58,8.72,3,61.72,3,3
3.32,-0.29,1,7.44,1,1
3.75,-0.16,1,7.15,1,1
7.59,1.75,1,68.4,2,3
17.41,3.33,2,33.47,2,3
36.65,5.99,1,84.56,2,2
37.07,7.13,2,11.19,2,3
3.81,0.07,1,5.05,1,1
27.87,6.37,1,34.28,2,2
16.46,2.95,1,16.07,3,3
23.6,6.71,1,52.95,2,3
2.3,0.52,1,2.58,1,2
5.22,0.61,1,4.22,1,2
36.38,10.4,3,97.99,2,2
10.0,2.71,2,73.74,2,2
140.37,34.95,6,474.37,3,4
35.18,5.72,3,78.41,2,2
33.54,7.25,1,90.22,3,2
5.4,0.82,1,3.04,1,1
34.77,7.24,1,57.32,3,2
39.11,9.4,3,99.79,2,3
2.56,-0.16,1,6.13,1,1
0.62,-0.03,1,7.81,1,1
97.02,23.86,9,331.63,3,3
10.07,2.99,1,65.16,2,2
139.82,43.18,4,311.69,3,3
19.1,3.95,2,74.89,1,3
21.48,4.3,3,96.01,3,2
72.48,27.95,10,257.99,2,4
3.77,0.11,1,9.05,1,1
5.79,0.15,1,7.54,2,1
38.72,6.17,3,54.66,2,2
3.54,-0.23,1,6.47,1,2
94.6,22.37,9,448.26,3,4
20.47,5.99,2,16.35,2,2
2.49,0.35,1,5.04,1,1
5.87,-0.07,1,1.46,1,1
2.31,0.14,1,3.57,1,1
31.05,5.19,3,77.54,3,2
19.23,4.98,1,79.99,2,3
16.93,2.78,3,66.23,1,2
3.85,0.89,1,9.3,1,1
17.01,3.86,2,71.63,2,2
5.72,0.61,1,2.72,1,1
6.36,1.39,1,7.19,1,2
24.54,5.53,2,47.58,2,3
1.58,0.36,1,9.58,1,1
19.09,4.76,2,17.24,1,3
2.14,0.37,1,2.68,2,2
6.79,0.98,1,7.75,1,1
2.94,0.15,1,7.09,1,1
39.74,8.57,3,61.36,3,2
35.51,8.11,3,72.47,2,2
33.69,9.85,1,32.47,2,3
5.47,-0.24,1,4.22,1,1
2.83,0.26,1,7.65,1,2
32.69,6.54,2,81.35,3,3
32.91,5.71,2,48.7,2,2
15.87,2.99,1,48.7,2,3
20.3,3.79,1,59.05,2,2
1.88,-0.02,1,5.3,1,1
34.45,8.24,2,37.01,2,3
2.23,-0.1,1,7.14,1,2
47.28,18.69,5,401.21,3,4
24.47,5.8,3,48.03,2,2
104.7,29.39,8,204.66,2,4
54.42,17.19,6,101.77,3,3
2.59,-0.21,1,4.43,1,1
4.33,0.12,1,5.93,1,1
4.15,0.49,1,9.22,2,2
136.79,47.58,3,136.8,2,4
7.91,1.39,2,63.79,2,2
32.56,6.7,3,34.16,2,3
20.28,6.02,2,57.42,2,2
2.02,-0.0,1,5.45,1,1
96.04,22.79,9,468.05,2,4
17.61,3.67,1,60.64,1,2
39.52,9.08,1,23.29,2,2
150.25,33.71,10,320.73,3,4
6.75,-0.35,1,8.02,1,1
1.37,0.2,1,6.49,1,1
3.33,0.28,1,5.26,1,1
32.32,9.18,2,43.78,2,2
2.54,0.56,1,7.62,1,1
67.12,17.11,6,326.13,2,3
64.66,25.2,6,298.87,2,3
46.29,15.96,8,373.95,2,3
4.83,-0.24,1,1.09,1,1
0.76,0.15,1,8.94,2,1
1.48,0.29,1,3.37,1,1
25.5,4.15,2,99.27,2,2
5.06,0.5,1,9.13,1,2
1.22,0.29,1,4.07,1,1
5.96,1.03,1,3.71,1,1
2.37,-0.07,1,4.05,1,1
5.4,-0.49,1,2.74,2,1
23.15,5.09,3,92.04,3,2
23.54,3.89,2,41.98,2,2
1.73,-0.03,1,2.26,2,1
121.29,46.23,10,439.51,3,4
1.98,-0.03,1,6.29,1,1
24.55,6.57,3,81.82,2,2
21.96,4.66,2,37.63,2,2
5.98,0.18,1,1.41,1,1
91.03,28.69,4,430.47,3,3
16.16,2.9,1,12.24,2,2
39.11,6.96,3,68.64,3,3
1.02,0.05,1,4.11,1,1
4.57,0.14,1,2.26,1,1
2.49,-0.06,1,8.95,2,1
25.61,7.17,2,19.52,3,3
32.92,5.65,3,18.45,2,3
4.04,1.0,1,5.43,1,1
24.08,4.49,1,88.77,2,2
17.06,2.93,1,26.32,2,3
0.91,0.05,1,9.72,1,2
16.72,3.63,3,74.75,2,2
0.76,-0.06,1,6.72,1,1
11.7,1.87,3,62.58,2,3
20.6,5.18,3,25.8,1,2
4.94,-0.49,1,2.34,1,1
9.23,1.88,3,82.25,3,3
10.0,2.25,1,98.12,2,3
10.93,3.0,3,35.61,2,3
5.56,-0.18,1,2.72,2,2
0.67,-0.06,1,9.64,1,1
3.67,0.63,1,8.53,1,1
8.3,2.43,3,54.34,1,2
0.89,0.04,1,2.68,1,1
21.63,3.68,3,64.7,2,2
1.66,-0.03,1,3.89,1,1
5.86,0.02,1,4.52,1,1
6.86,1.5,1,4.39,1,1
69.61,15.78,6,352.3,2,4
3.97,0.62,1,3.71,1,1
4.62,0.31,1,7.74,1,1
33.67,8.6,3,95.5,2,2
20.9,5.49,2,31.97,2,2
4.65,1.16,1,9.58,1,1
27.19,4.57,2,59.08,2,2
25.01,5.0,2,10.93,2,2
158.34,39.81,9,350.58,3,4
6.98,-0.18,1,5.31,1,1
25.17,6.77,3,25.31,2,2
2.23,0.55,1,3.87,1,1
30.59,7.34,1,42.82,2,2
6.49,0.04,1,9.03,1,1
6.45,0.32,1,8.46,1,2
2.07,0.39,1,7.17,1,1
5.17,-0.25,1,5.26,1,1
20.27,4.59,1,65.09,2,3
38.78,7.25,3,26.45,2,3
9.57,1.88,3,46.02,2,2
16.03,3.44,1,23.68,2,2
110.91,29.83,5,259.96,3,3
2.88,0.41,1,2.41,1,1
1.79,0.06,1,9.04,1,1
2.5,0.4,1,5.14,1,1
38.22,8.26,1,11.98,1,2
27.62,6.79,3,11.04,3,2
3.81,0.84,1,4.97,1,2
2.11,-0.07,1,7.15,1,1
36.96,10.41,3,10.17,2,2
36.88,8.04,1,31.29,3,2
17.55,3.37,2,94.73,2,2
6.31,0.21,1,5.25,1,1
2.24,0.25,1,1.13,1,2
152.01,48.41,3,494.55,3,4
45.66,13.04,8,137.23,2,4
2.12,-0.17,1,5.94,1,1
136.42,38.81,7,420.1,2,4
5.17,0.11,1,5.31,1,1
13.67,4.09,1,99.14,2,2
31.18,8.72,1,65.13,2,2
12.52,3.62,3,93.69,3,2
8.71,1.34,2,85.61,2,2
6.27,1.01,1,3.66,1,1
36.92,8.35,3,17.22,2,3
16.65,4.19,1,89.99,3,2
0.5,0.0,1,4.97,1,1
129.7,29.18,9,398.66,2,3
15.17,3.18,2,95.0,1,2
38.53,11.49,3,49.93,1,2
22.98,5.34,2,11.25,2,2
99.6,23.35,4,178.69,2,3
22.58,5.65,1,50.55,3,3
4.24,0.19,1,4.54,1,1
4.5,0.13,1,8.99,1,1
6.07,-0.2,1,6.44,1,1
21.64,3.33,3,74.86,2,2
108.17,32.33,8,124.25,2,3
28.66,7.51,3,61.2,2,2
2.59,-0.09,1,4.94,1,1
11.66,2.51,1,99.41,2,3
2.11,-0.12,1,8.76,1,1
32.18,7.13,1,16.01,2,2
3.65,-0.16,1,6.97,1,1
5.57,0.76,1,7.57,1,1
5.92,-0.56,1,7.98,1,2
28.28,4.57,1,58.93,2,2
19.03,3.15,3,59.76,2,2
6.7,0.77,1,9.23,1,1
136.89,28.15,7,431.07,3,4
1.92,-0.04,1,8.99,2,1
3.06,0.73,1,1.0,1,1
4.75,0.68,1,3.24,1,1
4.43,0.44,1,7.04,1,1
31.13,9.23,2,52.17,2,2
6.34,-0.23,1,6.34,1,1
159.08,32.35,4,212.43,2,4
5.65,0.8,1,7.31,1,1
4.68,-0.39,1,7.83,1,1
4.8,0.71,1,7.94,1,1
6.03,0.82,1,8.85,1,2
2.63,-0.25,1,6.73,1,1
0.61,0.08,1,2.31,1,1
0.63,0.04,1,7.89,1,1
6.89,-0.41,1,8.73,1,1
5.35,0.19,1,8.44,1,1
9.04,2.03,2,40.08,1,2
27.59,4.51,2,50.97,2,2
13.29,3.82,1,52.95,2,2
4.65,1.1,1,3.87,1,2
15.88,2.97,1,10.15,3,2
7.41,2.21,3,28.25,2,3
33.92,6.49,2,59.95,2,2
20.28,4.78,3,26.92,2,3
24.4,5.43,3,89.63,2,2
23.04,4.34,2,98.07,2,2
1.43,0.1,1,5.25,1,2
125.09,46.14,4,247.93,3,3
35.69,10.32,1,69.15,2,3
84.67,26.26,5,202.56,3,4
1.5,0.32,1,1.47,1,1
5.9,0.58,1,7.98,1,1
33.14,7.38,2,25.8,2,2
1.8,0.16,1,1.95,1,2
4.86,0.1,1,1.22,1,2
5.63,-0.17,1,3.61,1,1
27.84,4.68,3,50.31,2,2
153.85,56.67,3,491.15,3,3
7.62,1.4,2,12.9,2,2
6.51,1.11,1,5.22,1,1
10.9,3.09,1,14.0,2,2
39.96,9.0,1,91.07,2,3
2.16,0.11,1,9.46,1,1
3.71,0.09,1,3.55,1,1
1.56,-0.07,1,3.98,1,2
29.31,5.25,3,24.75,2,2
6.7,-0.62,1,2.21,2,1
16.58,3.82,1,39.07,2,2
5.27,-0.08,1,2.66,1,2
29.8,7.91,2,10.56,2,2
24.06,4.71,2,60.08,1,2
1.46,-0.13,1,6.0,1,2
127.7,42.16,3,152.56,3,4
38.93,10.2,2,50.99,2,2
17.29,4.16,1,45.42,3,3
139.17,33.64,4,381.38,2,3
4.29,0.73,1,7.55,1,1
6.67,0.9,1,9.94,1,1
5.85,0.11,1,6.99,1,1
37.62,6.37,2,41.92,3,3
22.53,3.65,2,42.19,2,2
127.77,31.7,8,366.04,2,3
37.07,9.24,3,73.85,3,2
0.82,0.05,1,8.0,1,2
1.77,0.02,1,8.81,1,1
36.2,9.95,1,84.16,2,2
12.48,2.36,1,59.11,3,2
39.87,8.71,3,80.85,2,2
138.94,31.8,4,486.73,2,4
1.06,0.24,1,7.28,1,1
30.27,6.56,3,96.78,1,2
92.31,35.48,4,461.54,3,3
5.48,0.17,1,4.38,1,1
105.6,24.43,10,423.9,3,4
6.21,-0.17,1,3.71,1,2
1.01,-0.07,1,1.59,1,1
112.63,35.42,4,436.11,3,4
17.81,4.62,1,63.09,2,2
1.64,-0.06,1,6.02,1,2
2.73,0.01,1,8.19,1,1
39.25,10.68,3,67.77,2,2
5.36,1.28,1,7.25,2,1
30.55,4.6,3,17.54,3,3
113.34,34.07,3,250.49,3,3
138.72,35.88,5,453.77,3,3
28.27,8.26,1,66.3,2,2
29.07,5.52,2,25.35,2,2
8.56,1.95,1,21.57,1,2
6.17,0.16,1,3.44,1,1
12.0,2.86,2,38.9,2,3
80.78,19.73,8,211.35,3,4
9.95,2.68,2,56.26,2,3
28.57,5.16,2,80.07,2,3
85.36,30.43,3,409.81,3,3
1.02,0.04,1,9.53,1,2
19.29,3.82,3,49.7,3,2
5.19,0.51,1,8.39,1,1
6.11,0.26,1,2.08,1,1
15.6,3.38,3,48.45,2,2
24.77,4.9,2,19.95,2,3
6.66,0.82,1,3.72,1,2
37.81,8.74,3,89.19,2,2
6.67,0.81,1,5.97,1,1
5.37,-0.08,1,6.45,2,1
1.88,0.08,1,7.77,1,1
0.88,0.19,1,5.37,1,2
43.87,12.16,10,246.2,3,3
17.47,4.08,2,84.23,2,2
8.57,1.92,2,61.69,2,2
7.36,1.32,2,76.71,2,2
31.53,8.99,3,34.92,2,3
20.29,5.04,1,95.5,2,2
10.2,2.58,3,40.15,2,2
19.7,4.74,2,24.75,2,3
4.31,0.58,1,4.24,2,1
19.01,5.59,2,33.96,2,3
26.42,5.71,3,13.3,2,3
33.3,9.29,2,76.52,2,3
6.39,0.44,1,1.69,1,2
3.26,-0.17,1,9.73,1,1
119.92,46.12,9,383.79,3,3
25.87,7.71,3,16.57,1,2
1.42,0.34,1,7.22,1,1
5.21,0.52,1,1.58,1,1
15.78,2.95,2,60.11,2,3
29.52,8.19,3,16.48,2,2
11.49,2.45,2,23.92,2,3
25.38,5.87,2,23.11,2,2
102.73,40.56,4,263.43,3,3
5.78,0.7,1,7.11,1,1
32.49,8.62,1,97.1,2,2
3.8,-0.08,1,2.83,1,2
22.65,5.04,2,57.15,2,3
153.95,34.58,3,469.74,2,4
6.9,-0.6,1,3.07,1,1
2.17,-0.17,1,4.99,1,1
3.54,-0.33,1,3.01,1,1
18.89,5.28,1,54.4,2,3
1.12,0.02,1,2.5,1,2
15.77,4.72,1,91.63,3,2
7.9,1.47,1,60.91,2,3
6.32,0.22,1,8.46,1,1
18.71,4.9,3,71.0,1,2
8.03,1.29,3,89.87,2,2
3.59,0.16,1,3.35,1,1
70.23,26.56,8,493.53,2,3
6.22,0.89,1,9.7,2,1
26.78,6.48,1,91.1,2,2
15.38,3.84,3,57.29,2,3
9.24,2.06,1,77.35,2,2
6.06,0.15,1,2.95,1,1
6.17,1.5,1,5.64,2,1
4.07,0.02,1,1.95,1,1
1.56,0.34,1,5.37,1,1
18.54,2.99,3,95.08,2,3
68.18,16.55,3,360.22,3,3
6.27,-0.2,1,2.15,1,2
31.93,7.53,1,94.38,1,2
6.13,0.96,1,2.34,1,1
16.88,4.0,1,72.5,2,3
3.22,0.47,1,1.6,1,1
2.95,-0.22,1,7.7,2,2
16.61,4.18,3,61.74,2,2
14.23,3.58,3,18.48,2,2
16.05,4.29,2,74.77,3,2
18.19,3.27,1,19.11,2,2
28.38,7.46,1,60.75,3,3
6.3,0.1,1,6.06,1,1
13.41,3.77,3,75.37,2,3
2.84,0.23,1,8.02,1,1
35.79,7.43,2,12.19,3,3
9.23,2.14,1,66.27,1,2
15.06,3.75,3,99.73,2,3
3.88,-0.2,1,5.84,1,1
6.81,1.0,1,7.56,1,1
37.03,7.48,3,21.44,2,3
4.82,0.25,1,1.38,1,1
35.7,8.89,1,34.95,2,2
36.31,9.75,2,45.51,2,2
13.44,2.75,2,58.46,1,2
35.98,6.84,3,10.43,2,2
24.62,5.25,3,41.62,2,2
4.65,0.87,1,8.39,1,2
1.67,0.17,1,1.59,2,1
5.07,0.46,1,2.47,1,2
6.21,1.26,1,2.01,1,1
111.85,42.71,3,245.16,3,4
6.58,-0.23,1,2.1,1,1
6.62,-0.37,1,1.9,1,1
133.35,34.27,6,493.01,3,4
